sheet,row,forwarder,label,predicted,expected,rule_engine_now,engine_matches_a,reason,in_stat,in_tarif,in_fr_diff,in_tz_diff,in_empf_plz,in_empf_ort,in_anz_sdg,in_av_diff,in_exp_diff,in_exp_dl,in_snk_dl,in_snk_diff,in_snk_tarif,in_maut_diff,in_dgr_diff,in_serv_art,in_sachkonto,in_zz_diff,in_referenz3,in_lg_diff
Soll-Ist-Vergleich best. Beleg,4,dachser,correct,,,,true,STAT=30 | TARIF=314.84 | FR=-0.05 | TZ=-0.01 | VKG=2703 | VKG_DL=2703,30,314.84,-0.05,-0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,5,dachser,correct,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,true,STAT=10 | AV=48 | VKG_DL=160,10,,,,45128,ESSEN,1,48,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,6,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,STAT=10 | TARIF=660.52 | FR=-0.03 | EXP=43.6 | EXP_DL=43.6 | VKG=4115 | VKG_DL=4115,10,660.52,-0.03,,73312,GEISLINGEN AN DER STEIGE,1,,43.6,43.6,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,7,dachser,correct,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,true,STAT=10 | AV=48 | VKG=297 | VKG_DL=297,10,,,,73312,GEISLINGEN AN DER STEIGE,1,48,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,8,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=495.29 | SNK_DL=17.65 | SNK_DIFF=0.01 | MAUT=57.43 | TZ=0.01 | VKG=4000 | VKG_DL=1209,10,495.29,,0.01,73312,GEISLINGEN AN DER STEIGE,1,,,,17.65,0.01,17.64,57.43,,,,,,
Soll-Ist-Vergleich best. Beleg,9,dachser,correct,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,Gebühr für vergeblichen Abholversuch,true,STAT=10 | AV=48 | VKG=108 | VKG_DL=108,10,,,,73312,GEISLINGEN AN DER STEIGE,1,48,,,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,10,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,STAT=10 | TARIF=767.03 | FR=-0.04 | EXP=49.1 | EXP_DL=49.1 | VKG=6030 | VKG_DL=6030,10,767.03,-0.04,,73312,GEISLINGEN AN DER STEIGE,1,,49.1,49.1,,,,,,,,,,
Soll-Ist-Vergleich best. Beleg,11,dachser,correct,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,true,STAT=10 | TARIF=442.3 | FR=-0.01 | SNK_DL=16.29 | DGR=55 | MAUT=-9.42 | VKG_DL=452 | SERV=DA01 | SACH=612100,10,442.3,-0.01,,0694,Oslo,1,,,,16.29,,16.29,-9.42,55,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,12,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=127.82 | FR=0.04 | SNK_DL=4.86 | SNK_DIFF=0.01 | MAUT=-3.99 | VKG_DL=103 | SERV=DA01 | SACH=612100,10,127.82,0.04,,80110,Domart-sur-la-Luce,1,,,,4.86,0.01,4.85,-3.99,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,13,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=136.82 | FR=0.05 | SNK_DL=5.31 | SNK_DIFF=0.01 | MAUT=-1.98 | TZ=0.01 | VKG_DL=104 | SERV=DA01 | SACH=612100,10,136.82,0.05,0.01,74000,Annecy,1,,,,5.31,0.01,5.3,-1.98,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,14,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=123.3 | SNK_DL=4.76 | MAUT=-1.48 | VKG_DL=78 | SERV=DA01 | SACH=612100,10,123.3,,,0694,Oslo,1,,,,4.76,,4.76,-1.48,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,15,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=108.6 | FR=0.04 | SNK_DL=4.28 | SNK_DIFF=0.01 | MAUT=-0.55 | VKG_DL=96 | SERV=DA01 | SACH=612110,10,108.6,0.04,,25220,THISE,1,,,,4.28,0.01,4.27,-0.55,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,16,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=139.84 | FR=0.05 | SNK_DL=5.31 | SNK_DIFF=0.01 | MAUT=-5 | TZ=0.01 | VKG_DL=112 | SERV=DA01 | SACH=612110,10,139.84,0.05,0.01,13014,MARSEILLE,1,,,,5.31,0.01,5.3,-5,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,17,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=127.82 | FR=0.04 | SNK_DL=4.86 | SNK_DIFF=0.01 | MAUT=-3.99 | VKG_DL=105 | SERV=DA01 | SACH=612110,10,127.82,0.04,,42300,Roanne,1,,,,4.86,0.01,4.85,-3.99,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,18,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=90.61 | FR=-0.03 | SNK_DL=3.56 | MAUT=-1.37 | TZ=-0.01 | VKG_DL=46 | SERV=DA01 | SACH=612110,10,90.61,-0.03,-0.01,76300,Sotteville-lès-Rouen,1,,,,3.56,,3.56,-1.37,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,19,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=126.8 | FR=0.04 | SNK_DL=4.86 | SNK_DIFF=0.01 | MAUT=-2.97 | VKG_DL=106 | SERV=DA01 | SACH=612110,10,126.8,0.04,,69300,Caluire-et-Cuire,1,,,,4.86,0.01,4.85,-2.97,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,20,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=105.34 | SNK_DL=4.07 | MAUT=-2.38 | VKG_DL=86 | SERV=DA01 | SACH=612110,10,105.34,,,77184,EMERAINVILLE,1,,,,4.07,,4.07,-2.38,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,21,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=121.91 | FR=-0.04 | SNK_DL=4.61 | MAUT=-3.99 | VKG_DL=109 | SERV=DA01 | SACH=612110,10,121.91,-0.04,,95100,ARGENTEUIL,1,,,,4.61,,4.61,-3.99,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,22,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=105.34 | SNK_DL=4.07 | MAUT=-2.38 | VKG_DL=81 | SERV=DA01 | SACH=612110,10,105.34,,,77184,Emerainville,1,,,,4.07,,4.07,-2.38,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,23,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=96.57 | FR=-0.04 | SNK_DL=3.81 | MAUT=-0.71 | VKG_DL=31 | SERV=DA01 | SACH=612100,10,96.57,-0.04,,0666,Oslo,1,,,,3.81,,3.81,-0.71,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,24,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=123.3 | SNK_DL=4.76 | MAUT=-1.48 | VKG_DL=57 | SERV=DA01 | SACH=612100,10,123.3,,,0694,Oslo,1,,,,4.76,,4.76,-1.48,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,25,dachser,correct,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,true,STAT=10 | TARIF=123.3 | SNK_DL=4.76 | DGR=55 | MAUT=-1.48 | VKG_DL=99 | SERV=DA01 | SACH=612100,10,123.3,,,0694,Oslo,1,,,,4.76,,4.76,-1.48,55,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,26,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=172.43 | FR=0.05 | SNK_DL=6.35 | MAUT=-6.23 | TZ=0.01 | VKG_DL=199 | SERV=DA01 | SACH=612100,10,172.43,0.05,0.01,62161,Alytus,1,,,,6.35,,6.35,-6.23,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,27,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=101.75 | SNK_DL=4.07 | MAUT=0.62 | VKG_DL=98 | SERV=DA01 | SACH=612110,10,101.75,,,67460,SOUFFELWEYERSHEIM,1,,,,4.07,,4.07,0.62,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,28,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=122.02 | FR=0.05 | SNK_DL=4.73 | SNK_DIFF=0.01 | MAUT=-2.96 | TZ=0.01 | VKG_DL=78 | SERV=DA01 | SACH=612110,10,122.02,0.05,0.01,37170,Chambray les Tours,1,,,,4.73,0.01,4.72,-2.96,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,29,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=122.63 | FR=0.05 | SNK_DL=4.73 | SNK_DIFF=0.01 | MAUT=-3.57 | TZ=0.01 | VKG_DL=86 | SERV=DA01 | SACH=612110,10,122.63,0.05,0.01,34070,MONTPELLIER,1,,,,4.73,0.01,4.72,-3.57,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,30,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=105.34 | SNK_DL=4.07 | MAUT=-2.38 | VKG_DL=65 | SERV=DA01 | SACH=612110,10,105.34,,,91310,Linas,1,,,,4.07,,4.07,-2.38,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,31,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=105.34 | SNK_DL=4.07 | MAUT=-2.38 | VKG_DL=95 | SERV=DA01 | SACH=612110,10,105.34,,,77176,Savigny-le-Temple,1,,,,4.07,,4.07,-2.38,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,32,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=121.91 | FR=-0.04 | SNK_DL=4.61 | MAUT=-3.99 | VKG_DL=115 | SERV=DA01 | SACH=612110,10,121.91,-0.04,,77184,EMERAINVILLE,1,,,,4.61,,4.61,-3.99,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,33,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=162.35 | FR=-0.03 | SNK_DL=6.16 | MAUT=-2.46 | TZ=-0.01 | VKG_DL=127 | SERV=DA01 | SACH=612100,10,162.35,-0.03,-0.01,0694,Oslo,1,,,,6.16,,6.16,-2.46,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,34,dachser,correct,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,true,STAT=10 | TARIF=87.32 | FR=-0.01 | SNK_DL=3.51 | DGR=25 | MAUT=0.51 | VKG_DL=49 | SERV=DA01 | SACH=612100,10,87.32,-0.01,,2615-134,Alverca do Ribatejo,1,,,,3.51,,3.51,0.51,25,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,35,dachser,correct,Differenz Laderaumkostenentwicklung // Mautdifferenz // hätte gebündelt werden können?,Differenz Laderaumkostenentwicklung // Mautdifferenz // hätte gebündelt werden können?,Differenz Laderaumkostenentwicklung // Mautdifferenz // hätte gebündelt werden können?,true,STAT=10 | TARIF=139.83 | FR=65.75 | SNK_DL=8.6 | SNK_DIFF=3.3 | MAUT=-4.46 | TZ=11.51 | VKG_DL=105 | SERV=DA01 | SACH=612100,10,139.83,65.75,11.51,26000,VALENCE,2,,,,8.6,3.3,5.3,-4.46,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,36,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=401.49 | FR=0.04 | SNK_DL=13.97 | SNK_DIFF=0.01 | MAUT=-29.43 | TZ=0.01 | VKG_DL=947 | SERV=DA01 | SACH=612110,10,401.49,0.04,0.01,75012,Paris,1,,,,13.97,0.01,13.96,-29.43,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,37,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=150.98 | SNK_DL=6.01 | MAUT=1.37 | VKG_DL=195 | SERV=DA01 | SACH=612110,10,150.98,,,67460,SOUFFELWEYERSHEIM,1,,,,6.01,,6.01,1.37,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,38,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=123.5 | FR=0.05 | SNK_DL=4.73 | SNK_DIFF=0.01 | MAUT=-4.44 | TZ=0.01 | VKG_DL=77 | SERV=DA01 | SACH=612110,10,123.5,0.05,0.01,44115,BASSE GOULAINE,1,,,,4.73,0.01,4.72,-4.44,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,39,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=137.81 | FR=0.05 | SNK_DL=5.31 | SNK_DIFF=0.01 | MAUT=-2.97 | TZ=0.01 | VKG_DL=109 | SERV=DA01 | SACH=612110,10,137.81,0.05,0.01,38300,BOURGOIN-JALLIEU,1,,,,5.31,0.01,5.3,-2.97,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,40,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=105.34 | SNK_DL=4.07 | MAUT=-2.38 | VKG_DL=80 | SERV=DA01 | SACH=612110,10,105.34,,,92150,Suresnes,1,,,,4.07,,4.07,-2.38,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,41,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=172.25 | FR=0.02 | SNK_DL=6.41 | MAUT=-7.19 | TZ=0.01 | VKG_DL=226 | SERV=DA01 | SACH=612110,10,172.25,0.02,0.01,77184,EMERAINVILLE,1,,,,6.41,,6.41,-7.19,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,42,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=96.57 | FR=-0.04 | SNK_DL=3.81 | MAUT=-0.71 | VKG_DL=39 | SERV=DA01 | SACH=612100,10,96.57,-0.04,,0666,Oslo,1,,,,3.81,,3.81,-0.71,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,43,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=123.3 | SNK_DL=4.76 | MAUT=-1.48 | VKG_DL=56 | SERV=DA01 | SACH=612100,10,123.3,,,0694,Oslo,1,,,,4.76,,4.76,-1.48,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,44,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=162.35 | FR=-0.03 | SNK_DL=6.16 | MAUT=-2.46 | TZ=-0.01 | VKG_DL=110 | SERV=DA01 | SACH=612100,10,162.35,-0.03,-0.01,0694,Oslo,1,,,,6.16,,6.16,-2.46,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,45,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=1185.25 | FR=0.01 | SNK_DL=43.07 | SNK_DIFF=0.01 | MAUT=-28.81 | VKG_DL=1456 | SERV=DA01 | SACH=612100,10,1185.25,0.01,,0694,Oslo,1,,,,43.07,0.01,43.06,-28.81,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,46,dachser,correct,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,Gefahrgut-Zuschlag // Mautdifferenz,true,STAT=10 | TARIF=1417.84 | FR=0.01 | SNK_DL=50.73 | SNK_DIFF=0.01 | DGR=55 | MAUT=-38.76 | VKG_DL=1966 | SERV=DA01 | SACH=612100,10,1417.84,0.01,,0694,Oslo,1,,,,50.73,0.01,50.72,-38.76,55,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,47,dachser,wrong,Ausfallfracht/Schadensersatz // Mautdifferenz,Differenz Hebebuehnen-Zuschlag // Mautdifferenz,Ausfallfracht/Schadensersatz // Mautdifferenz,true,STAT=10 | TARIF=2329.53 | FR=0.03 | SNK_DL=75 | SNK_DIFF=-10 | MAUT=-54.67 | TZ=0.01 | VKG_DL=2725 | SERV=DA01 | SACH=612100,10,2329.53,0.03,0.01,0694,Oslo,1,,,,75,-10,85,-54.67,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,48,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=221.69 | FR=0.05 | SNK_DL=8.18 | SNK_DIFF=0.01 | MAUT=-15.22 | TZ=0.01 | VKG_DL=203 | SERV=DA01 | SACH=612100,10,221.69,0.05,0.01,17675,Kallithea/Athens,1,,,,8.18,0.01,8.17,-15.22,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,49,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=122.02 | FR=0.05 | SNK_DL=4.73 | SNK_DIFF=0.01 | MAUT=-2.96 | TZ=0.01 | VKG_DL=85 | SERV=DA01 | SACH=612110,10,122.02,0.05,0.01,37170,Chambray les Tours,1,,,,4.73,0.01,4.72,-2.96,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,50,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=172.25 | FR=0.02 | SNK_DL=6.41 | MAUT=-7.19 | TZ=0.01 | VKG_DL=217 | SERV=DA01 | SACH=612110,10,172.25,0.02,0.01,77090,Collégien,1,,,,6.41,,6.41,-7.19,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,51,dachser,correct,Produktzuschlag,Produktzuschlag,Produktzuschlag,true,STAT=10 | EXP=20 | EXP_DL=20 | VKG_DL=39 | SERV=DA02 | SACH=612100,10,,,,55218,Ingelheim am Rhein,1,,20,20,,,,,,DA02,612100,,,
Soll-Ist-Vergleich best. Beleg,52,dachser,correct,,,,true,STAT=30 | TARIF=64.51 | FR=0.03 | EXP_DL=10 | VKG_DL=123 | SERV=DA05 | SACH=612100,30,64.51,0.03,,78234,Engen,1,,,10,,,,,,DA05,612100,,,
Soll-Ist-Vergleich best. Beleg,53,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | ZZ=35 | VKG_DL=30 | SERV=DA01 | SACH=612100,10,,,,82362,Weilheim,1,,,,,,,,,DA01,612100,35,,
Soll-Ist-Vergleich best. Beleg,54,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | ZZ=35 | VKG_DL=30 | SERV=DA01 | SACH=612110,10,,,,18182,Rövershagen,1,,,,,,,,,DA01,612110,35,,
Soll-Ist-Vergleich best. Beleg,55,dachser,correct,,,,true,STAT=30 | TARIF=75.66 | VKG_DL=162 | SERV=DA01 | SACH=612100,30,75.66,,,66482,Zweibrücken,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,56,dachser,correct,,,,true,STAT=30 | TARIF=38.08 | FR=0.05 | TZ=0.01 | VKG_DL=63 | SERV=DA01 | SACH=612100,30,38.08,0.05,0.01,73329,Kuchen,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,57,dachser,correct,,,,true,STAT=30 | TARIF=56.31 | VKG_DL=51 | SERV=DA01 | SACH=612100,30,56.31,,,06766,Bitterfeld-Wolfen,2,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,58,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=43.3 | FR=-0.02 | MAUT=-0.33 | VKG_DL=38 | SERV=DA01 | SACH=612100,10,43.3,-0.02,,45468,Mülheim an der Ruhr,1,,,,,,,-0.33,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,59,dachser,correct,,,,true,STAT=30 | TARIF=37.62 | VKG_DL=38 | SERV=DA01 | SACH=612100,30,37.62,,,80992,München,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,60,dachser,correct,,,,true,STAT=30 | TARIF=61.19 | FR=0.05 | TZ=0.01 | VKG_DL=94 | SERV=DA01 | SACH=612100,30,61.19,0.05,0.01,24783,Osterrönfeld,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,61,dachser,correct,Differenz Telefonische Zustellankündigung - Laderaumzuschlag,Differenz Telefonische Zustellankündigung - Laderaumzuschlag,Differenz Telefonische Zustellankündigung - Laderaumzuschlag,true,STAT=10 | TARIF=39.01 | FR=0.05 | SNK_DL=11 | SNK_DIFF=9.43 | TZ=0.01 | VKG_DL=30 | SERV=DA01 | SACH=612100,10,39.01,0.05,0.01,75172,Pforzheim,1,,,,11,9.43,1.57,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,62,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=60.61 | FR=0.05 | MAUT=0.58 | TZ=0.01 | VKG_DL=65 | SERV=DA01 | SACH=612100,10,60.61,0.05,0.01,17087,Altentreptow,1,,,,,,,0.58,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,63,dachser,correct,,,,true,STAT=30 | TARIF=52.81 | FR=-0.04 | VKG_DL=66 | SERV=DA01 | SACH=612100,30,52.81,-0.04,,66440,Blieskastel,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,64,dachser,correct,,,,true,STAT=30 | TARIF=45.66 | FR=0.02 | TZ=0.01 | VKG_DL=40 | SERV=DA01 | SACH=612100,30,45.66,0.02,0.01,22047,Hamburg,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,65,dachser,correct,,,,true,STAT=30 | TARIF=135.79 | VKG_DL=431 | SERV=DA01 | SACH=612100,30,135.79,,,60486,Frankfurt,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,66,dachser,correct,,,,true,STAT=30 | TARIF=57.81 | FR=0.02 | TZ=0.01 | VKG_DL=52 | SERV=DA01 | SACH=612100,30,57.81,0.02,0.01,48324,Sendenhorst,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,67,dachser,correct,,,,true,STAT=30 | TARIF=60.61 | FR=0.05 | TZ=0.01 | VKG_DL=63 | SERV=DA01 | SACH=612110,30,60.61,0.05,0.01,19306,Neustadt-Glewe,1,,,,,,,,,DA01,612110,,,
Soll-Ist-Vergleich best. Beleg,68,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=43.91 | FR=-0.04 | MAUT=0.28 | TZ=-0.01 | VKG_DL=38 | SERV=DA01 | SACH=612100,10,43.91,-0.04,-0.01,49453,Rehden,1,,,,,,,0.28,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,69,dachser,correct,,,,true,STAT=30 | TARIF=37.26 | FR=0.05 | TZ=0.01 | VKG_DL=38 | SERV=DA01 | SACH=612100,30,37.26,0.05,0.01,70736,Fellbach,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,70,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=56.54 | FR=-0.04 | MAUT=0.64 | TZ=-0.01 | VKG_DL=51 | SERV=DA01 | SACH=612100,10,56.54,-0.04,-0.01,04779,Wermsdorf,1,,,,,,,0.64,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,71,dachser,correct,,,,true,STAT=30 | TARIF=49.96 | FR=-0.01 | VKG_DL=67 | SERV=DA01 | SACH=612100,30,49.96,-0.01,,79713,Bad Saeckingen,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,72,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | ZZ=35 | VKG_DL=50 | SERV=DA07 | SACH=612100,10,,,,73760,Ostfildern,1,,,,,,,,,DA07,612100,35,,
Soll-Ist-Vergleich best. Beleg,73,dachser,correct,Mautdifferenz,Mautdifferenz,Mautdifferenz,true,STAT=10 | TARIF=37.58 | FR=0.03 | MAUT=0.33 | TZ=0.01 | VKG_DL=42 | SERV=DA01 | SACH=612100,10,37.58,0.03,0.01,97424,Schweinfurt,1,,,,,,,0.33,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,74,dachser,correct,,,,true,STAT=30 | TARIF=61.45 | FR=-0.02 | VKG_DL=115 | SERV=DA01 | SACH=612100,30,61.45,-0.02,,79112,Freiburg im Breisgau,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,75,dachser,correct,2. Zustellung,2. Zustellung,2. Zustellung,true,STAT=10 | ZZ=35 | VKG_DL=55 | SERV=DA01 | SACH=612100,10,,,,20095,Hamburg,1,,,,,,,,,DA01,612100,35,,
Soll-Ist-Vergleich best. Beleg,76,dachser,correct,,,,true,STAT=30 | TARIF=37.01 | FR=-0.03 | TZ=-0.01 | VKG_DL=30 | SERV=DA01 | SACH=612100,30,37.01,-0.03,-0.01,89584,Ehingen,1,,,,,,,,,DA01,612100,,,
Soll-Ist-Vergleich best. Beleg,77,dachser,correct,,,,true,STAT=30 | TARIF=39.76 | FR=-0.04 | TZ=-0.01 | VKG_DL=31 | SERV=DA01 | SACH=612100,30,39.76,-0.04,-0.01,60329,Frankfurt am Main,1,,,,,,,,,DA01,612100,,,
